userName,id,rank,scorePerMinute,killsPerMinute,winPercent,killDeath,quits,accuracy,headshots,secondsPlayed,kills,deaths,wins,loses,avengerKills,saviorKills,headShots,heals,revives,repairs,resupplies,killAssists,skill,longestHeadShot,highestKillStreak
b96d21a4f80e55acf7f8247cc9df6,4008366536,84,542,0.4,47.11,0.99,40.69,3.93,10.57,703080,4704,4746,171,192,407,373,497,1290,508,62,29,534,197,300.2,22
559b68a6386ff17d775a1a08ab992,2671156081,73,666,0.64,41.83,1.11,30.2,10.68,15.6,452161,4859,4381,87,121,755,846,758,9601,194,124,535,886,203,473.92,12
ef458ecb6582472e8c9c7aab0dd47,2679043845,0,22,0.12,0.0,0.33,66.67,5.06,0.0,1503,3,9,0,2,0,0,0,6,0,0,0,0,85,0.0,1
0ef2e17f22aacd8f6c4fcba3f9f98,2964443867,21,519,0.47,51.61,0.74,30.34,9.05,19.34,70019,543,734,32,30,56,33,105,981,214,0,125,45,141,322.31,9
b4eb841a026df43eb3aa422b91072,3352272661,7,186,0.41,26.67,0.55,54.55,7.0,17.56,30301,205,370,4,11,37,27,36,9,0,0,0,29,132,235.91,5
9cda1623bfce017d26daa5a05b2ff,2279210345,40,646,0.51,46.55,0.82,18.88,9.42,22.91,167915,1432,1757,54,62,144,115,328,663,98,31,135,146,205,268.61,10
b067f9e446f304d3ab8d8ae6576c9,3761085838,91,427,0.76,49.81,1.13,18.14,9.16,10.39,1022380,12979,11515,263,265,1348,1363,1348,4204,0,71,2007,1791,236,363.38,16
b5cacc54fda94a98e19fa6bf2f938,2096119807,6,221,0.2,37.5,0.91,78.95,9.73,46.48,21789,71,78,3,5,5,5,33,7,0,0,13,7,129,570.86,8
58346c3bec3e1842fd3f3b78d3fe9,3597059769,25,708,0.97,36.36,1.04,18.52,10.9,18.83,70072,1131,1089,16,28,121,115,213,36,5,24,60,155,332,279.15,12
1104b854074db789bb506505a7141,3512335340,28,577,0.87,52.73,1.96,28.57,12.0,12.94,103070,1492,762,29,26,111,85,193,22,2,35,92,100,183,394.21,59
a973231c81e2a581641603a39ed9a,1248564457,35,239,0.31,42.21,0.39,34.09,8.31,17.77,356363,1835,4710,111,152,272,234,326,934,206,7,67,351,153,188.45,8
1e937a8a2d087018c4d50bd60de47,1039701149,52,424,0.38,41.3,0.64,25.45,4.97,14.9,404216,2591,4028,121,172,296,255,386,2981,485,92,1487,351,206,168.53,20
8823758b750920149a0d2cfca7a49,1931194794,34,1101,0.91,43.48,1.05,39.47,9.52,23.98,75344,1147,1095,20,26,121,121,275,516,273,22,36,118,296,652.24,30
f705b8b3bca181244a8562bb02439,223968194,68,1089,0.85,52.7,1.0,46.76,17.86,15.57,240305,3398,3394,78,70,349,331,529,855,831,111,676,268,264,479.5,14
742e7e1d8a1f395e94a53e551e955,3374496965,140,464,0.88,53.91,1.93,25.41,11.47,14.21,33554400,493660,256010,13103,11203,42566,45068,70130,80185,22402,75381,431354,49421,226,848.61,50
8a594e59cb1e1e037eb61b7250bcd,1950779277,35,381,0.47,44.0,0.73,39.02,9.13,11.22,226262,1783,2438,55,70,187,147,200,515,265,357,196,232,217,144.84,11
08ccb1abe36252a1bf6955b625eeb,3969442918,13,451,0.61,50.0,1.01,40.91,17.08,11.98,37910,384,382,13,13,35,28,46,0,0,4,18,38,251,204.77,7
5c923595f9fd282e9129197d6426b,4004937105,1,156,0.32,0.0,0.6,100.0,17.8,11.11,1682,9,15,0,0,1,0,1,0,0,0,0,0,85,19.13,2
f898f080c0cea0014168efee407f7,2689166130,104,412,0.55,45.64,0.92,30.18,11.58,21.67,1346440,12440,13479,545,649,996,917,2696,2689,735,279,601,1065,206,1446.4,85
d1f2c5317bb3f16d2c9bd7833620f,3678321908,32,239,0.36,43.37,0.69,44.48,5.97,18.29,303974,1848,2666,72,94,172,137,338,612,264,91,107,209,148,524.07,12
acfc2a4c9789f2a0ef5a5ae3ba289,2950968019,64,978,0.72,45.07,1.02,40.34,10.79,16.7,243975,2916,2865,64,78,357,230,487,1517,417,468,807,194,237,221.91,14
1adaba5bce35fcde2762082932326,2037692179,15,738,0.6,43.75,0.74,20.0,10.01,7.83,28328,281,381,7,9,31,25,22,61,22,37,25,34,225,197.09,7
937a3f9680dbf7b6b0ed698d32274,421890665,28,617,0.83,54.55,1.47,22.54,15.07,13.93,96474,1335,909,30,25,123,113,186,196,79,242,8,132,371,446.24,20
8c52e59387efe4b5cfb7cefa8cc64,1424575086,137,486,0.93,47.51,1.29,35.25,14.68,13.36,3659040,56840,44162,972,1074,4818,3132,7593,7602,2800,267,8592,2419,329,399.59,37
29d73968415f9935ba69a06444451,2877316692,117,653,0.71,51.95,1.14,26.87,10.91,18.03,1263430,15027,13204,427,395,1488,1241,2709,5826,1858,501,1388,1319,360,494.74,17
71187f8f95fdeb52b755f092d7b03,3776203150,6,265,0.75,42.86,1.2,70.83,9.74,27.05,16590,207,173,3,4,31,25,56,24,14,10,0,23,214,236.98,8
34367b935ee4635a5bc93a7374acb,1426607509,27,435,0.77,49.23,0.98,37.5,12.37,21.31,125658,1614,1655,32,33,139,162,344,284,46,20,13,149,295,317.05,15
18921d20b5563f1109388b702a67b,1807130763,24,1449,0.38,35.71,0.84,65.85,5.52,8.21,30770,195,233,5,9,13,22,16,15,9,0,0,33,128,36.42,7
9a89e5eafffc1ab09365805ea2f41,2651981435,27,422,0.47,52.05,0.8,16.09,14.86,19.49,130721,1026,1286,38,35,112,118,200,1041,204,71,275,147,264,561.13,8
553a7cdd205f6e47c97ee518c884b,2574722014,30,457,0.57,44.96,0.87,34.52,13.39,18.38,150288,1420,1625,58,71,168,170,261,3281,481,19,596,178,158,113.35,8
24da85ac900c350b69b7f7b61a673,1025317446,115,652,0.9,47.31,1.73,32.35,14.61,17.81,1168240,17520,10107,370,412,1378,1517,3121,6486,1028,1223,82,1560,221,348.98,21
73a1c05ce277b8dac93f73bc3e4fe,260617691,16,232,0.25,42.31,0.74,48.0,9.78,18.62,101236,419,564,22,30,85,85,78,1865,164,10,1368,100,95,120.65,6
b2d52b64b58c1c6c920543fd089ff,2076587741,29,577,0.98,36.26,1.16,21.55,10.64,19.03,110503,1797,1553,33,58,158,147,342,18,17,6,281,134,226,342.49,17
b8be77ee03e111d073c689824c6a2,3368042462,115,481,1.02,50.36,1.43,26.8,13.01,17.08,1630710,27766,19379,564,556,3381,2586,4742,8336,3876,69,360,2716,262,360.09,14
0ccf13bc1d446508f1f02ed08fa56,1685890149,120,581,0.73,50.45,1.35,27.97,10.41,12.03,1659150,20098,14908,391,384,1532,1375,2418,1363,144,1238,1290,2158,331,522.92,42
58314a8a282d939089125a14b4223,2803214300,49,670,0.63,46.46,0.71,36.18,12.15,14.7,229645,2408,3398,59,68,320,349,354,1015,127,49,146,369,252,257.37,8
e231be629adfbdb90c9b78cf0aede,888029213,55,666,0.59,44.44,0.96,27.85,9.08,20.34,279410,2768,2876,76,95,318,288,563,2324,709,31,85,264,226,489.62,13
2c9d4681bcacdea62c77400336e92,4168097100,127,1352,0.87,46.77,1.16,20.3,12.61,19.69,902610,13025,11253,246,280,1290,948,2565,2815,509,166,431,782,276,731.08,21
53f8c351888c097753c6d7f583729,4104548396,139,578,0.58,50.0,0.94,22.6,8.62,12.95,3249880,31265,33292,894,894,2494,1259,4048,13820,2932,12435,5675,2384,263,627.72,31
d9c3466969b5867a8d220d9764b43,3451701730,20,342,0.55,42.03,1.01,34.91,8.11,28.22,102303,932,922,29,40,77,119,263,95,11,2,235,122,138,563.76,9
fe9fad0df005819299433564b2626,1328872720,122,1040,0.76,54.77,1.42,30.1,10.52,9.49,969495,12326,8665,304,251,720,483,1170,1614,496,2539,498,754,385,715.87,36
f085258b9aae84482f14443d6d7b2,3188300037,140,695,0.75,59.34,1.99,22.42,18.0,9.36,11226700,141026,70874,3572,2448,10836,9597,13200,51548,602,14781,46698,11888,333,1415.85,76
6832c7d71a354ba674ed598936c9c,3333040010,41,461,1.07,42.94,1.62,26.91,18.75,23.39,245982,4373,2699,70,93,436,342,1023,119,240,82,7,236,173,637.95,21
b64fa16e8d331736846b2a82da32e,1253102242,1,119,0.45,0.0,0.68,100.0,14.67,13.33,2006,15,22,0,0,2,3,2,0,0,0,0,2,85,193.42,6
09af2fe2572512244de85e4056699,3513313978,10,308,0.59,41.67,1.15,44.19,5.48,24.32,37922,370,323,10,14,52,38,90,587,129,5,0,49,223,188.56,10
12b7700d708d1c58c94044ee8447f,1906043715,60,390,0.41,47.02,0.66,19.03,1.88,19.29,548180,3774,5368,260,293,395,276,728,4153,313,576,749,304,154,506.99,16
5f62d18d2da390002c33b1ecf67e6,2024012838,113,349,0.55,46.68,1.02,35.93,14.24,19.16,2007180,18312,17955,625,714,1514,1547,3508,6309,966,848,1558,1843,244,428.26,23
a9431eec276f41c8f2d865c8772c1,2688819068,29,443,0.44,47.62,0.69,19.23,7.35,13.1,141727,1038,1509,40,44,91,83,136,192,182,39,13,146,175,273.32,22
8e2c66d6969d4841ad100d410101f,2393651539,110,523,0.42,46.04,0.93,55.74,8.04,16.86,1205410,8448,9082,302,354,744,785,1424,1337,219,1044,1408,1121,181,359.29,22
4e3b2ab69dcb630cf3e5e9efe1eab,520124390,45,445,0.17,45.0,0.26,32.49,5.55,16.57,298023,839,3194,72,88,96,82,139,1650,397,48,31,123,123,118.56,8
f465f4cc4837e152ffc8986d583e8,3506837147,98,1203,1.05,47.15,1.59,19.08,15.48,18.1,406946,7109,4477,116,130,914,873,1287,5319,1010,484,2895,719,434,366.88,18
9aee03eee89702e4079fb6a99f5eb,4079495370,105,578,0.62,48.9,0.94,50.15,13.3,15.85,986441,10139,10837,245,256,851,728,1607,3249,1093,563,185,860,257,359.39,18
1a37bd714152609fc1ec2a7282149,3584017047,6,249,0.5,42.86,0.64,17.65,6.94,15.73,21404,178,277,6,8,24,22,28,0,0,0,9,33,168,214.26,5
ab7cb5b3c1e739ec8767077679586,2917796041,0,104,0.24,0.0,0.83,100.0,1.66,60.0,1268,5,6,0,0,0,1,3,0,0,0,0,0,85,57.94,1
246723407abe38a01ad04a3a857db,1092927813,2,179,0.44,50.0,0.74,50.0,9.0,31.11,6238,45,61,1,1,4,7,14,0,0,0,0,6,97,201.94,3
b132a0742892ea65b9f874069cc5f,495380819,12,379,0.73,45.0,1.14,33.33,11.14,14.03,37182,449,394,9,11,53,56,63,123,12,61,63,51,231,354.21,9
001fba0fa7db0e449c260acddc461,1456147083,0,37,0.2,0.0,0.5,100.0,7.1,50.0,642,2,4,0,0,0,1,1,0,0,0,0,0,85,33.47,1
71ad920528b5a86600e1bbe855163,555709629,92,679,0.79,55.82,1.31,38.41,10.37,17.74,648882,8511,6474,307,243,942,930,1510,5977,1240,391,2656,1062,221,401.09,16
dfd80afe91c53fbc9c4c8d5a9fedb,1194164668,6,168,0.31,27.27,0.61,73.81,10.32,13.64,29921,154,253,3,8,8,9,21,11,31,0,1,23,128,47.46,4
c4a9db51fcd04ea65d41aaf1a0851,3183505386,1,180,0.81,0.0,1.17,87.5,10.33,23.53,2552,34,29,0,1,6,2,8,0,0,0,1,5,105,53.14,4
a977016f30d702699f60ee88028a6,3865878944,59,226,0.38,47.0,0.9,35.7,15.63,17.82,930108,5961,6642,243,274,512,500,1062,1320,14,176,317,751,191,754.87,13
ec52dad4519830fc7ad90a5e6a31f,563148069,53,351,0.49,45.7,0.76,29.67,11.97,14.36,497865,4087,5367,117,139,464,329,587,3646,822,72,0,324,285,305.17,16
6fdb7e4784e8d444b3220b367efd6,428660113,111,770,1.28,54.7,2.07,3.1,18.65,12.05,849663,18094,8747,291,241,2124,1956,2180,2811,1084,159,0,1534,521,337.73,35
cda35675e6c06634b1ba806a77e51,2094877823,7,232,0.37,80.0,0.6,23.08,4.12,18.24,23849,148,245,8,2,23,18,27,110,0,8,0,22,145,91.12,5
43c36392b0716185f171e86612eb3,1631855883,121,386,0.7,47.8,1.27,15.91,15.25,10.94,2566100,29859,23420,672,734,1669,943,3267,1183,33,1379,3310,1552,280,882.46,33
898642f9316a3d36099c462946ecb,1375071210,25,616,0.66,55.81,1.18,31.75,13.29,19.07,77729,860,728,24,19,92,78,164,181,59,47,14,70,172,690.96,17
eb616eb76439c6c138902c6032161,3034250761,71,830,0.56,45.45,0.93,38.15,12.39,16.76,344180,3187,3418,70,84,269,233,534,1551,350,168,76,290,137,562.38,12
61748e59fbec9d025ca931632b045,1635234795,3,171,0.36,33.33,0.5,53.85,4.52,29.09,9113,55,111,2,4,6,4,16,59,1,2,1,7,120,138.86,4
14ad3e6e7105345b282d058295998,921401560,36,811,0.41,43.94,0.49,31.25,9.81,17.55,114440,775,1577,29,37,96,88,136,468,317,30,418,124,221,94.59,11
4d3bc1146864f821bf32d80ff3b5e,397982117,12,192,0.23,33.33,0.33,61.7,4.81,16.83,79657,303,923,12,24,21,22,51,58,31,86,2,42,96,202.69,5
80fa059c8b334ad9e977d7bf4d783,861645982,29,397,0.23,52.58,0.38,25.95,5.85,13.25,162751,619,1632,51,46,81,63,82,256,0,9,23,123,111,71.58,5
d6592143d1087b26578253df79d10,3866428643,26,445,0.52,39.39,0.72,42.61,9.48,19.18,115030,996,1391,26,40,115,128,191,850,65,0,3,121,207,235.96,13
b9d63e78c68a2a1408a0a31d40564,4110188109,10,317,0.55,40.0,0.94,41.18,7.73,25.37,36667,339,361,8,12,36,51,86,190,152,10,6,34,209,233.44,8
d60cf6ff56fe130fb7111967de485,3520368394,11,467,0.59,41.67,0.7,64.71,13.25,11.07,25889,253,364,5,7,35,23,28,70,0,0,0,23,197,98.52,11
0709bedef06325921699111a506f7,110338536,11,619,0.61,66.67,1.06,60.87,10.29,18.47,21719,222,210,6,3,17,21,41,0,0,33,1,33,198,563.82,12
f74540f44f71e651959ad567a824c,3717077642,12,288,0.26,33.33,0.5,18.92,17.78,18.88,53753,233,465,10,20,21,12,44,107,53,107,77,33,147,144.52,8
958dbaa23d76d5195315751cf9ada,2792110632,111,913,0.59,45.4,1.3,30.3,10.69,15.15,705435,6897,5290,212,255,808,657,1045,9680,1238,244,3021,776,336,365.37,32
d488011570e600a9e457750910707,1891092966,1,77,0.44,0.0,0.51,76.47,7.0,21.05,5264,38,74,0,4,8,4,8,0,0,0,0,2,91,42.83,4
9bac08cfeda64352727cc778ca44c,1285777240,35,691,0.74,51.9,0.9,25.47,12.09,15.36,125999,1549,1728,41,38,185,151,238,1753,240,76,37,165,261,240.75,12
d7fdaf1668d75bbbc42e8dadf865f,2805838709,16,230,0.16,40.0,0.32,26.67,5.27,18.87,101249,265,820,22,33,22,7,50,95,0,0,0,34,84,465.8,5
5a78be7770a4cd5fd33586a388ffe,765439210,100,451,0.66,48.31,1.05,16.97,11.29,19.65,1129910,12423,11805,442,473,1410,1601,2441,13831,1164,608,5569,1387,241,361.7,29
e3db6f1d3fd106a954bcab2ce532b,749514467,96,331,0.35,46.84,1.09,37.74,8.5,17.03,1438760,8512,7828,371,421,918,894,1450,1188,963,105,1360,1125,176,742.05,28
81e06f2bec43224d837fabb8f7b48,3727354302,22,231,0.39,43.88,0.9,48.96,8.9,16.61,178237,1162,1290,43,55,171,153,193,1129,282,44,57,182,133,147.46,9
070d0b693bcca437cceb7f95309c4,1491817047,16,590,0.58,52.94,0.86,57.5,9.31,14.81,38864,378,437,9,8,37,29,56,93,85,0,0,44,187,243.35,8
7e5c3f06c2daeb160077a6c8a0abf,2726540235,6,425,0.25,28.57,0.32,36.36,4.66,11.76,12222,51,160,2,5,3,6,6,93,0,0,0,11,132,53.74,3
739bc90ae8c5ea03ba4fff8b723e8,1479671647,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
e31113f10d1557709201fa842ffff,2438793989,123,266,0.46,44.61,0.55,20.45,8.43,11.24,4053150,30811,55552,1291,1603,3569,2205,3463,50225,147,8,95,3781,228,246.37,14
2aa571770726dc43a1700016f5ff8,1730866956,130,518,0.63,45.56,1.01,8.5,13.15,18.27,2632370,27463,27099,760,908,2975,3058,5018,12822,1846,1282,9832,3781,220,1080.1,41
d4879ffa6980ad9b5105e262ceefd,869374541,140,560,0.0,50.82,2.2,18.59,12.62,14.89,22176800,597534,365669,11225,10864,68235,66092,88993,212094,61669,261,28476,46516,300,295.98,34
b4d3919a602da5f871284f7bc9ffa,2536830964,57,654,0.96,56.73,1.54,16.59,11.6,17.26,301538,4826,3126,97,74,349,424,833,679,34,529,736,493,371,559.86,22
61c969442c8e21f8e1e2940bf9dc6,3436502252,32,560,0.61,53.12,1.21,16.52,15.97,20.53,131589,1330,1100,51,45,138,122,273,405,48,37,489,136,291,338.28,8
0c476a7950e8b9d783995ae4a0adb,1594114381,117,582,0.74,50.81,1.09,28.98,11.71,16.07,1417680,17488,15974,437,423,1686,1297,2810,7880,2585,3249,1306,1666,317,381.55,37
fe0319f5a2ff19b4d84aefefd99ea,619693292,18,586,0.73,51.61,1.12,32.61,14.85,21.2,48159,585,523,16,15,78,67,124,33,77,21,0,62,277,334.57,11
40a4cd9db904d2edcce21103dd324,4188230005,22,386,1.22,44.83,1.33,37.86,20.59,26.66,101804,2074,1555,39,48,228,230,553,385,205,0,0,158,342,213.57,15
d03aa2137d889eb3ce9e390736cc7,496040000,32,1597,1.2,48.94,1.56,14.55,15.38,14.1,46211,922,592,23,24,96,99,130,374,77,55,12,105,416,116.79,19
23aa9b4532956b7138a0305562142,2530309057,140,628,1.24,53.73,1.22,14.71,12.67,14.35,6889710,142491,116663,2479,2135,15844,7114,20454,2305,716,3,14250,7382,473,196.38,17
2d461836d078899559044cc6052d1,1937529187,64,1577,1.12,61.02,1.59,32.57,12.69,21.23,153341,2855,1794,72,46,410,450,606,10106,1803,4,1094,380,338,121.46,13
2a5ce1aa2b1c9f6fce4aa0edd3080,3227883776,0,71,0.15,0.0,0.22,66.67,8.6,0.0,787,2,9,0,1,0,2,0,0,0,0,0,0,77,0.0,2
68847297f09280a080bbe81f41d55,4057614079,54,405,0.93,50.88,1.44,25.78,16.27,16.83,446628,6953,4818,145,140,1066,1065,1170,6684,40,18,1772,822,287,125.96,12
b9651b0dc3957c7eac8bf9fd2c82a,1459664687,11,190,0.46,33.33,0.51,20.59,10.47,14.4,64485,493,973,18,36,65,64,71,532,142,10,4,73,154,92.52,8
ede7fc50cc830ec2ec9b6dd19ac23,735842443,49,2168,0.65,48.84,0.86,39.44,10.83,15.23,71381,775,899,21,22,84,105,118,988,254,5,205,125,265,256.92,10
b6a58f5cb9e18aac62c337755f7f0,776481879,118,595,0.58,48.8,1.02,36.16,12.88,15.1,1466130,14148,13856,466,489,1378,1288,2136,4345,608,54,1201,1683,184,422.85,15
aea7ed52a5001796c60a74f9869d4,3789187705,140,455,0.6,47.69,1.75,28.0,8.76,10.62,5399120,54236,31059,1539,1688,2863,2287,5759,511,1057,3710,438,3573,221,1653.9,56
293bf7c6605bd4fc4f574206b840d,1269996573,73,541,0.55,43.96,0.66,31.42,10.47,14.88,555214,5059,7639,142,181,550,270,753,1886,20,612,570,425,170,275.14,10
05dc871d60681e1b73570731540a8,1390095142,58,407,0.33,46.15,0.57,22.7,9.08,17.97,497028,2716,4751,132,154,210,198,488,465,134,30,59,284,173,451.31,7
d21e5620e98f4bc1800a55277b6bd,1262660444,24,467,0.87,54.69,1.15,47.54,10.54,17.38,101041,1473,1278,35,29,201,216,256,510,124,135,225,197,354,310.53,11
